publisher_id,t,true,noisy
Device_2,114,0.0,5171.133492729328
Device_2,115,0.0,5171.133492729328
Device_2,116,0.0,5171.133492729328
Device_2,117,0.0,5171.133492729328
Device_2,118,0.0,5171.133492729328
Device_3,0,124.0,1631.2957594154896
Device_3,1,75.0,-1512.0899524537551
Device_3,2,120.0,-4534.816974566173
Device_3,3,109.0,194.1273369681706
Device_3,4,67.0,-2537.5614139629424
Device_3,5,69.0,-2827.0218766897947
Device_3,6,109.0,-1697.6679358169208
Device_3,7,85.0,-2338.48299091576
Device_3,8,61.0,664.2755407442774
Device_3,9,99.0,-1448.6410223215346
Device_3,10,83.0,-394.3301198886851
Device_3,11,135.0,589.7524495742058
Device_3,12,110.0,-3731.1509504467135
Device_3,13,65.0,-281.07911411626645
Device_3,14,79.0,1288.3657549618465
Device_3,15,58.0,-187.84828326475628
Device_3,16,99.0,1087.2754230447763
Device_3,17,63.0,3687.399101071491
Device_3,18,64.0,-2685.479907028115
Device_3,19,93.0,1078.895754654241
Device_3,20,86.0,7506.794828142447
Device_3,21,109.0,-491.8438458647822
Device_3,22,78.0,3104.4994447505296
Device_3,23,69.0,208.1078081017052
Device_3,24,107.0,941.1243351837979
Device_3,25,60.0,587.5625814135337
Device_3,26,90.0,897.0142676213798
Device_3,27,92.0,282.5765100190325
Device_3,28,71.0,-1150.5440757455976
Device_3,29,84.0,1303.4367435791592
Device_3,30,152.0,1804.1839861258363
Device_3,31,87.0,-747.5299405115973
Device_3,32,114.0,-1528.6060442876435
Device_3,33,89.0,-782.5833211465749
Device_3,34,64.0,311.4163228940157
Device_3,35,88.0,1916.0602733230917
Device_3,36,81.0,522.7948861250028
Device_3,37,137.0,-701.1625732460157
Device_3,38,86.0,1729.7180926115436
Device_3,39,58.0,-511.60377060443454
Device_3,40,106.0,-144.29237960083836
Device_3,41,64.0,-453.2273185427356
Device_3,42,94.0,-463.0260244087608
Device_3,43,148.0,-815.9035467228873
Device_3,44,86.0,-1606.6247479069164
Device_3,45,140.0,-81.06473394140843
Device_3,46,146.0,-647.0339227717407
Device_3,47,82.0,-2667.784365303919
Device_3,48,66.0,-360.9729458117995
Device_3,49,97.0,-7.983678582445535
Device_3,50,57.0,1998.4512084459518
Device_3,51,59.0,-1159.4789256290046
Device_3,52,93.0,381.88315462100365
Device_3,53,86.0,355.05894666459534
Device_3,54,92.0,4482.333152068331
Device_3,55,138.0,76.95437933552287
Device_3,56,180.34,509.3829421269045
Device_3,57,127.0,1793.2910249808685
Device_3,58,99.0,-3381.5021741721007
Device_3,59,115.0,669.1486931523153
Device_3,60,107.0,-2163.6050177279362
Device_3,61,64.0,138.451558493876
Device_3,62,136.0,3952.888295315658
Device_3,63,155.0,-449.6880985526126
Device_3,64,66.0,-1583.0450798046406
Device_3,65,81.0,841.8170566964542
Device_3,66,126.0,2003.299052447631
Device_3,67,106.0,-2633.123940919296
Device_3,68,61.0,542.3810220480738
Device_3,69,109.0,659.2269983300076
Device_3,70,80.0,5657.9641945981675
Device_3,71,71.0,3396.0598901665307
Device_3,72,114.0,358.940130036461
Device_3,73,105.0,3082.137311947352
Device_3,74,117.0,-1940.2384479222828
Device_3,75,89.0,-549.4669813962895
Device_3,76,79.0,1559.5499291921524
Device_3,77,76.0,-2249.403039332064
Device_3,78,121.0,-951.8216683624025
Device_3,79,65.0,248.64976368089725
Device_3,80,133.0,1142.5400272312445
Device_3,81,99.0,2122.3620123171554
Device_3,82,143.0,-1983.2268382247412
Device_3,83,100.0,-1270.4031467519765
Device_3,84,177.48,-147.00820076576318
Device_3,85,100.0,726.4886859034524
Device_3,86,107.0,553.112006257184
Device_3,87,83.0,-274.40229456471775
Device_3,88,95.0,3577.1682723867248
Device_3,89,63.0,1653.2897561459768
Device_3,90,0.0,1653.2897561459768
Device_3,91,0.0,1653.2897561459768
Device_3,92,0.0,1653.2897561459768
Device_3,93,0.0,1653.2897561459768
Device_3,94,0.0,1653.2897561459768
Device_3,95,0.0,1653.2897561459768
