P,strategy,normalized_mae,kl_divergence,release_rate,attribution_advantage,tuning_loss,avg_n_tau,pr_n_ge_P,deferrals,evaluated,iter,action,restart_idx
12,p_gated_uniform,0.26973744979592,0.6585661885818765,0.43757121022648326,0.03607113272525185,0.38222320775062335,7.827900514103098,0.00019452549673475058,20239,True,4,r1_probe_P=12,1
12,p_gated_uniform,0.26973744979592,0.6585661885818765,0.43757121022648326,0.03607113272525185,0.38222320775062335,7.827900514103098,0.00019452549673475058,20239,True,4,r1_step_to_P=12,1
12,p_gated_uniform,0.26973744979592,0.6585661885818765,0.43757121022648326,0.03607113272525185,0.38222320775062335,7.827900514103098,0.00019452549673475058,20239,True,5,r1_stop_local_optimum,1
4,p_gated_sample,0.07342619287788428,0.34574287681574817,0.09534528275670419,0.06165077441917362,0.25435713632654344,7.827900514103098,0.9944977073780742,32554,True,0,seed,0
3,p_gated_sample,0.08214711654972648,0.19332286042358338,0.09776295678755037,0.06836947328942145,0.2625945251922164,7.827900514103098,0.9944977073780742,32467,True,1,probe_P=3,0
5,p_gated_sample,0.06901767781321894,0.32838810742390473,0.0928998193691816,0.05669273318342348,0.25043771393938263,7.827900514103098,0.9944977073780742,32642,True,1,probe_P=5,0
5,p_gated_sample,0.06901767781321894,0.32838810742390473,0.0928998193691816,0.05669273318342348,0.25043771393938263,7.827900514103098,0.9944977073780742,32642,True,1,step_to_P=5,0
6,p_gated_sample,0.06581457517788651,0.37229360018727103,0.09056551340836459,0.05299902026148656,0.2477014724962136,7.827900514103098,0.9944977073780742,32726,True,2,probe_P=6,0
6,p_gated_sample,0.06581457517788651,0.37229360018727103,0.09056551340836459,0.05299902026148656,0.2477014724962136,7.827900514103098,0.9944977073780742,32726,True,2,step_to_P=6,0
7,p_gated_sample,0.06008913456920657,0.3783346924181945,0.08709184382381548,0.04846537131424741,0.24267076580444347,7.827900514103098,0.9818813394469919,32851,True,3,probe_P=7,0
7,p_gated_sample,0.06008913456920657,0.3783346924181945,0.08709184382381548,0.04846537131424741,0.24267076580444347,7.827900514103098,0.9818813394469919,32851,True,3,step_to_P=7,0
8,p_gated_sample,0.056838892981526785,0.36243436443449406,0.08442406558288176,0.04548261618978462,0.23995407986495043,7.827900514103098,0.7281367236348478,32947,True,4,probe_P=8,0
8,p_gated_sample,0.056838892981526785,0.36243436443449406,0.08442406558288176,0.04548261618978462,0.23995407986495043,7.827900514103098,0.7281367236348478,32947,True,4,step_to_P=8,0
9,p_gated_sample,0.05389834396861671,0.35789829416621377,0.08167291927191886,0.04280407893316286,0.23756376011423294,7.827900514103098,0.12496873697373906,33046,True,5,probe_P=9,0
9,p_gated_sample,0.05389834396861671,0.35789829416621377,0.08167291927191886,0.04280407893316286,0.23756376011423294,7.827900514103098,0.12496873697373906,33046,True,5,step_to_P=9,0
10,p_gated_sample,0.04816616507110728,0.6929278930452343,0.07844935389745727,0.03999727208490144,0.23247629429161581,7.827900514103098,0.022926219258024176,33162,True,6,probe_P=10,0
10,p_gated_sample,0.04816616507110728,0.6929278930452343,0.07844935389745727,0.03999727208490144,0.23247629429161581,7.827900514103098,0.022926219258024176,33162,True,6,step_to_P=10,0
11,p_gated_sample,0.0461683460390339,0.6766716415810099,0.07580936501319994,0.03790773427260878,0.23100647303639393,7.827900514103098,0.002806725024315687,33257,True,7,probe_P=11,0
11,p_gated_sample,0.0461683460390339,0.6766716415810099,0.07580936501319994,0.03790773427260878,0.23100647303639393,7.827900514103098,0.002806725024315687,33257,True,7,step_to_P=11,0
12,p_gated_sample,0.04459100686439538,0.4175759421994039,0.07328053355564819,0.03607871513953337,0.22993490015326573,7.827900514103098,0.00019452549673475058,33348,True,8,probe_P=12,0
12,p_gated_sample,0.04459100686439538,0.4175759421994039,0.07328053355564819,0.03607871513953337,0.22993490015326573,7.827900514103098,0.00019452549673475058,33348,True,8,step_to_P=12,0
12,p_gated_sample,0.04459100686439538,0.4175759421994039,0.07328053355564819,0.03607871513953337,0.22993490015326573,7.827900514103098,0.00019452549673475058,33348,True,9,stop_local_optimum,0
8,p_gated_sample,0.056838892981526785,0.36243436443449406,0.08442406558288176,0.04548261618978462,0.23995407986495043,7.827900514103098,0.7281367236348478,32947,True,0,r1_seed,1
7,p_gated_sample,0.06008913456920657,0.3783346924181945,0.08709184382381548,0.04846537131424741,0.24267076580444347,7.827900514103098,0.9818813394469919,32851,True,1,r1_probe_P=7,1
9,p_gated_sample,0.05389834396861671,0.35789829416621377,0.08167291927191886,0.04280407893316286,0.23756376011423294,7.827900514103098,0.12496873697373906,33046,True,1,r1_probe_P=9,1
9,p_gated_sample,0.05389834396861671,0.35789829416621377,0.08167291927191886,0.04280407893316286,0.23756376011423294,7.827900514103098,0.12496873697373906,33046,True,1,r1_step_to_P=9,1
10,p_gated_sample,0.04816616507110728,0.6929278930452343,0.07844935389745727,0.03999727208490144,0.23247629429161581,7.827900514103098,0.022926219258024176,33162,True,2,r1_probe_P=10,1
10,p_gated_sample,0.04816616507110728,0.6929278930452343,0.07844935389745727,0.03999727208490144,0.23247629429161581,7.827900514103098,0.022926219258024176,33162,True,2,r1_step_to_P=10,1
